"","STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","PITCH","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","UPDATED","DATABASE_HISTORY"
"2836","36-0976","36-0976",4,"2018-07-17","M36","PILO",NA,2018,2,1,"A",NA,NA,NA,NA,NA,16.73,7.35,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336693.43,4169797.67,0,"",NA,"","","Tucker Furniss","","","","2018-09-19",""
"2837","36-0976","36-0976",6,"2020-07-30","M36","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.73,7.35,0.4,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336693.43,4169797.67,0,"Quad 2020.","","","Caroline Kittle","Jake Burgoyne","Isabella Wetzler","","","2020-11-09",""
"2838","36-0977","36-0977",4,"2018-07-17","M36","PILO",NA,2018,2,1,"A",NA,NA,NA,NA,NA,16.73,7.35,0.2,0.03,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336693.43,4169797.67,0,"",NA,"","","Tucker Furniss","","","","2018-09-19",""
"2839","36-0977","36-0977",6,"2020-07-30","M36","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.73,7.35,0.4,0.04,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336693.43,4169797.67,0,"Quad 2020.","","","Caroline Kittle","Jake Burgoyne","Isabella Wetzler","","","2020-11-09",""
"2840","36-0978","36-0978",4,"2018-07-17","M36","PILO",NA,2018,2,1,"A",NA,NA,NA,NA,NA,0.03,4.71,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336676.73,4169795.03,0,"",NA,"","","Tucker Furniss","","","","2018-09-19",""
"2841","36-0978","36-0978",6,"2020-07-30","M36","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.03,4.71,0.3,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336676.73,4169795.03,0,"Quad 2020.","","","Caroline Kittle","Jake Burgoyne","Isabella Wetzler","","","2020-11-09",""
"2842","36-0979","36-0979",5,"2019-07-16","K36","PILO",NA,2019,2,1,"A",NA,NA,NA,NA,NA,3.35,14.25,0.3,0.03,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336679.99,4169764.54,0,"",NA,"","Ty Siepert","","","","","2020-03-03",""
"2843","36-0979","36-0979",6,"2020-07-30","K36","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.35,14.25,0.3,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336679.99,4169764.54,0,"","","","Isabella Wetzler","Caroline Kittle","Jake Burgoyne","","","2020-11-02",""
"2844","36-0980","36-0980",6,"2020-08-03","O36","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.76,10.65,0.2,0.03,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336688.35,4169840.81,0,"",NA,"","Isabella Wetzler","Jake Burgoyne","","","","2020-10-05",""
"2845","36-0981","36-0981",6,"2020-08-03","O36","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.78,7.28,0.3,0.03,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336688.37,4169837.44,0,"",NA,"","Isabella Wetzler","Jake Burgoyne","","","","2020-10-05",""
"2846","36-9001","36-9001",1,"2015-06-21","Q36","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.74,-12.36,NA,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336688.4,4169877.86,3119.09,"","","","Alex Chacon","James Lutz","Tucker Furniss","","","2015-12-14",""
"2847","36-9002","36-9002",1,"2015-06-21","Q36","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.53,-12.25,NA,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336689.19,4169877.97,3119.2,"","","","Alex Chacon","James Lutz","Tucker Furniss","","","2015-12-14",""
"2848","36-9003","36-9003",1,"2015-06-21","Q36","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.5,-12.34,NA,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336689.16,4169877.88,3119.2,"","","","Alex Chacon","James Lutz","Tucker Furniss","","","2015-12-14",""
"2849","36-9004","36-9004",1,"2015-06-21","Q36","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.76,-12.64,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336689.42,4169877.58,3119.2,"","","Cluster of seedlings","Alex Chacon","James Lutz","Tucker Furniss","","","2015-12-14",""
"2850","36-9006","36-9006",1,"2015-06-21","Q36","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.31,-12.6,NA,1.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,336689.97,4169877.62,3119.32,"","","","Alex Chacon","James Lutz","Tucker Furniss","","","2015-12-14",""
"2851","37-0087","37-0087",1,"2014-08-29","U37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.83,13.39,2.6,1.29,NA,NA,17,NA,17,NA,NA,"",NA,"West","W",5.15,13.85,336711.49,4169963.23,3156.94,"","","Bole scar. Dead top. ","Nichole Novak","Katie Hogan","Drew Foster","","","2015-02-09",""
"2852","37-0087","37-0087",6,"2020-07-15","U37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.83,13.39,2.7,0.93,NA,NA,17,NA,17,NA,NA,"",NA,"West","W",5.15,13.85,336711.49,4169963.23,3156.94,"","","New leader.","Soren Struckman","","","","","2020-11-02",""
"2853","37-0088","37-0088",1,"2014-08-29","U37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.83,13.39,0.8,0.48,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.15,13.85,336711.49,4169963.23,3156.94,"","","","Nichole Novak","Katie Hogan","Drew Foster","","","2015-02-09",""
"2854","37-0088","37-0088",6,"2020-07-15","U37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.83,13.39,0.8,0.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.15,13.85,336711.49,4169963.23,3156.94,"","","","Soren Struckman","","","","","2020-11-02",""
"2855","37-0141","37-0141",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,0.59,1.1,3.8,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.59,1.1,336697.2,4169931.33,3154.4,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2856","37-0141","37-0141",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.59,1.1,4.7,0.96,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.59,1.1,336697.2,4169931.33,3154.4,"","","","Soren Struckman","","","","","2020-11-02",""
"2857","37-0145","37-0145",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,9.62,-0.02,3,0.65,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.62,0,336706.23,4169930.21,3154.51,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2858","37-0145","37-0145",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.62,-0.02,3.1,0.93,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.62,0,336706.23,4169930.21,3154.51,"","","","Soren Struckman","","","","","2020-11-02",""
"2859","37-0146","37-0146",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,9.63,2.38,0.6,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.62,2.4,336706.24,4169932.61,3154.82,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2860","37-0146","37-0146",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.63,2.38,0.9,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.62,2.4,336706.24,4169932.61,3154.82,"","","","Soren Struckman","","","","","2020-11-02",""
"2861","37-0150","37-0150",1,"2014-08-29","T37","PIFL",NA,2014,0,1,"A",2020,NA,NA,NA,NA,4.54,2.69,0.8,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.53,2.7,336701.15,4169932.92,3154.73,"","","Measured at base.","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2862","37-0151","37-0151",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,7.93,2.48,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.92,2.5,336704.54,4169932.71,3154.79,"","","Measured at base.","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2863","37-0151","37-0151",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.93,2.48,0.6,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.92,2.5,336704.54,4169932.71,3154.79,"","","","Soren Struckman","","","","","2020-11-02",""
"2864","37-0203","37-0203",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.24,-1.09,6.8,0.94,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.76,0.2,336709.85,4169929.14,3154.13,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2865","37-0203","37-0203",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.24,-1.09,7.6,1.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.76,0.2,336709.85,4169929.14,3154.13,"","","","Soren Struckman","","","","","2020-11-02",""
"2866","37-0204","37-0204",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.34,-1.29,1.9,0.51,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.66,0,336709.95,4169928.94,3154.15,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2867","37-0204","37-0204",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.34,-1.29,3.2,0.89,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.66,0,336709.95,4169928.94,3154.15,"","","","Soren Struckman","","","","","2020-11-02",""
"2868","37-0206","37-0206",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,10.12,4.4,0.7,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.89,5.73,336706.73,4169934.63,3154.95,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2869","37-0206","37-0206",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.12,4.4,1.1,0.26,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.89,5.73,336706.73,4169934.63,3154.95,"","","","Soren Struckman","","","","","2020-11-02",""
"2870","37-0207","37-0207",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.46,4.91,3.8,0.74,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.55,6.25,336710.07,4169935.14,3155.09,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2871","37-0207","37-0207",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.46,4.91,5.2,1.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.55,6.25,336710.07,4169935.14,3155.09,"","","","Soren Struckman","","","","","2020-11-02",""
"2872","37-0208","37-0208",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,16.8,3.91,0.9,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.21,5.25,336713.41,4169934.14,3155.16,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2873","37-0208","37-0208",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.8,3.91,1.1,0.32,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.21,5.25,336713.41,4169934.14,3155.16,"","","","Soren Struckman","","","","","2020-11-02",""
"2874","37-0209","37-0209",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,16.76,5.94,1.2,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.25,7.3,336713.37,4169936.17,3155.5,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2875","37-0209","37-0209",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.76,5.94,1.5,0.3,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.25,7.3,336713.37,4169936.17,3155.5,"","","","Soren Struckman","","","","","2020-11-02",""
"2876","37-0210","37-0210",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.46,4.07,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.55,5.4,336710.07,4169934.3,3154.94,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2877","37-0210","37-0210",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.46,4.07,1.4,0.32,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.55,5.4,336710.07,4169934.3,3154.94,"","","","Soren Struckman","","","","","2020-11-02",""
"2878","37-0211","37-0211",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,19.12,7.92,1,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.9,9.3,336715.73,4169938.15,3155.91,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2879","37-0211","37-0211",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.12,7.92,1.6,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.9,9.3,336715.73,4169938.15,3155.91,"","","","Soren Struckman","","","","","2020-11-02",""
"2880","37-0212","37-0212",1,"2014-08-29","T37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.47,7.59,4.2,1.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.55,8.95,336710.08,4169937.82,3155.37,"","","","Drew Foster","Katie Hogan","Nichole Novak","","","2015-02-09",""
"2881","37-0212","37-0212",6,"2020-07-14","T37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.47,7.59,5.7,1.48,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.55,8.95,336710.08,4169937.82,3155.37,"","","","Soren Struckman","","","","","2020-11-02",""
"2882","37-0302","37-0302",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,0.72,8.84,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.74,9.15,336697.37,4169919.42,3151.89,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2883","37-0302","37-0302",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.72,8.84,2.1,0.5,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.74,9.15,336697.37,4169919.42,3151.89,"","","","Soren Struckman","","","","","2020-11-02",""
"2884","37-0303","37-0303",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,-0.03,12.79,0.8,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0,13.24,336696.62,4169923.37,3152.93,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2885","37-0303","37-0303",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,-0.03,12.79,1.1,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0,13.24,336696.62,4169923.37,3152.93,"","","","Soren Struckman","","","","","2020-11-02",""
"2886","37-0304","37-0304",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,1.58,12.22,3.2,0.64,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.6,12.65,336698.23,4169922.8,3152.74,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2887","37-0304","37-0304",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.58,12.22,4.3,3.3,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.6,12.65,336698.23,4169922.8,3152.74,"","","","Soren Struckman","","","","","2020-11-02",""
"2888","37-0305","37-0305",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,5.5,10.83,0.4,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.52,11.2,336702.15,4169921.41,3152.42,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2889","37-0305","37-0305",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.5,10.83,0.6,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.52,11.2,336702.15,4169921.41,3152.42,"","","","Soren Struckman","","","","","2020-11-02",""
"2890","37-0306","37-0306",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,5.5,10.83,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.52,11.2,336702.15,4169921.41,3152.42,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2891","37-0306","37-0306",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.5,10.83,0.6,0.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.52,11.2,336702.15,4169921.41,3152.42,"","","","Soren Struckman","","","","","2020-11-02",""
"2892","37-0308","37-0308",1,"2014-09-12","S37","PIFL",NA,2014,68,1,"A",2017,NA,NA,NA,NA,5.49,13.53,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.52,14,336702.14,4169924.11,3152.99,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2893","37-0309","37-0309",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,4.99,13.19,1,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.02,13.65,336701.64,4169923.77,3153.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2894","37-0309","37-0309",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.99,13.19,1.2,0.28,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.02,13.65,336701.64,4169923.77,3153.01,"","","","Soren Struckman","","","","","2020-11-02",""
"2895","37-0310","37-0310",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,4.99,13.19,1.1,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.02,13.65,336701.64,4169923.77,3153.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2896","37-0310","37-0310",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.99,13.19,1.9,0.39,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.02,13.65,336701.64,4169923.77,3153.01,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2897","37-0311","37-0311",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,4.69,13.34,1.1,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.72,13.8,336701.34,4169923.92,3153.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2898","37-0311","37-0311",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.69,13.34,1.6,0.39,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.72,13.8,336701.34,4169923.92,3153.01,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2899","37-0312","37-0312",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,4.69,13.34,1.5,0.3,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.72,13.8,336701.34,4169923.92,3153.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2900","37-0312","37-0312",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.69,13.34,2,0.39,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.72,13.8,336701.34,4169923.92,3153.01,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2901","37-0313","37-0313",1,"2014-09-12","S37","PIFL",NA,2014,0,1,"A",2020,NA,NA,NA,NA,4.55,13.34,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.58,13.8,336701.2,4169923.92,3153.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2902","37-0314","37-0314",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,2.17,15.05,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.2,15.58,336698.82,4169925.63,3153.49,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2903","37-0314","37-0314",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.17,15.05,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.2,15.58,336698.82,4169925.63,3153.49,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2904","37-0315","37-0315",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,5.58,17.3,3.1,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.62,17.9,336702.23,4169927.88,3153.96,"","","Pinned.","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2905","37-0315","37-0315",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.58,17.3,4.2,0.87,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.62,17.9,336702.23,4169927.88,3153.96,"","","Pinned.","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2906","37-0316","37-0316",1,"2014-09-12","S37","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,9.43,13.11,1,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.46,13.55,336706.08,4169923.69,3152.89,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2907","37-0316","37-0316",6,"2020-07-14","S37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.43,13.11,1.3,0.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.46,13.55,336706.08,4169923.69,3152.89,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2908","37-0318","37-0318",1,"2014-09-12","S37","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.48,11.06,1.3,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",14.5,11.42,336711.13,4169921.64,3152.34,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2909","37-0318","37-0318",6,"2020-07-14","S37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.48,11.06,1.9,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",14.5,11.42,336711.13,4169921.64,3152.34,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2910","37-0319","37-0319",1,"2014-09-12","S37","PILO",NA,2014,68,1,"A",2018,NA,NA,NA,NA,14.02,10.3,0.4,0.04,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",14.04,10.63,336710.67,4169920.88,3152.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2911","37-0320","37-0320",1,"2014-09-12","S37","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.22,9.93,4.2,1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",14.24,10.25,336710.87,4169920.51,3152.01,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2912","37-0320","37-0320",6,"2020-07-14","S37","PILO",1,2020,1,1,"A",NA,NA,NA,NA,NA,14.22,9.93,5.7,1.47,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",14.24,10.25,336710.87,4169920.51,3152.01,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2913","37-0321","37-0321",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,19.22,4.34,5,1.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",19.23,4.45,336715.87,4169914.92,3150.47,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2914","37-0321","37-0321",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.22,4.34,7,1.54,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",19.23,4.45,336715.87,4169914.92,3150.47,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2915","37-0322","37-0322",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,19.22,4.34,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",19.23,4.45,336715.87,4169914.92,3150.47,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2916","37-0322","37-0322",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.22,4.34,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",19.23,4.45,336715.87,4169914.92,3150.47,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
"2917","37-0323","37-0323",1,"2014-09-12","S37","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,4.84,4.65,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.85,4.8,336701.49,4169915.23,3150.55,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"2918","37-0323","37-0323",6,"2020-07-14","S37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.84,4.65,1,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.85,4.8,336701.49,4169915.23,3150.55,"","","","Soren Struckman","Sara Germain","","","","2020-11-02",""
