"STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","FRASS","PITCH","EE","MT","CONK","NEC","FLAG","SWELL","SPRT","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","REFERENCE","DISTANCE","AZIMUTH","PLOT_X","PLOT_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","PLOT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","DATA_ENTRY_1","DATA_ENTRY_2","DATA_CHECK","CTFS_DA","UPDATED","DNA","CORED","COOKIE","EST_ESTABLISHMENT","DATABASE_HISTORY"
"35-0087","35-0087",6,"2020-07-14","T35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.78,1.75,2.8,1.24,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.77,1.8,NA,NA,NA,NA,NA,336661.35,4169932.4,3144.87,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0118","35-0118",1,"2014-09-10","T35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.38,1.03,2.4,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",5.7,1.5,NA,NA,NA,NA,NA,336670.95,4169931.68,3147.77,"","","On CWD 35-0119.","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0118","35-0118",6,"2020-07-14","T35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.38,1.03,3.1,0.56,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",5.7,1.5,NA,NA,NA,NA,NA,336670.95,4169931.68,3147.77,"","","On CWD 35-0119.","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0120","35-0120",1,"2014-09-03","U35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,10.27,17.97,1,0.44,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",9.7,18.5,NA,NA,NA,NA,NA,336666.91,4169968.59,3152.03,"","","","UFDP","Nichole Novak","Drew Foster","Katie Hogan","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0120","35-0120",6,"2020-07-14","U35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.27,17.97,1.3,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",9.7,18.5,NA,NA,NA,NA,NA,336666.91,4169968.59,3152.03,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0125","35-0125",1,"2014-09-10","S35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,8.4,4.4,2.1,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.44,4.34,NA,NA,NA,NA,NA,336665.15,4169914.93,3145.09,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0125","35-0125",6,"2020-07-14","S35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.4,4.4,2.4,0.58,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.44,4.34,NA,NA,NA,NA,NA,336665.15,4169914.93,3145.09,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0126","35-0126",1,"2014-09-10","S35","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,4.66,4.89,1.7,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.7,4.87,NA,NA,NA,NA,NA,336661.41,4169915.42,3143.47,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0126","35-0126",6,"2020-07-14","S35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.66,4.89,1.9,0.8,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.7,4.87,NA,NA,NA,NA,NA,336661.41,4169915.42,3143.47,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0129","35-0129",1,"2014-09-10","S35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,6.47,9.99,0.6,0.22,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.56,9.97,NA,NA,NA,NA,NA,336663.22,4169920.52,3144.69,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0129","35-0129",6,"2020-07-14","S35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.47,9.99,0.8,0.22,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.56,9.97,NA,NA,NA,NA,NA,336663.22,4169920.52,3144.69,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0130","35-0130",1,"2014-09-10","S35","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,6.57,14.08,2.9,0.65,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.7,14.07,NA,NA,NA,NA,NA,336663.32,4169924.61,3144.91,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0130","35-0130",6,"2020-07-14","S35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.57,14.08,4.3,1.05,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.7,14.07,NA,NA,NA,NA,NA,336663.32,4169924.61,3144.91,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0131","35-0131",1,"2014-09-10","S35","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,5.58,13.8,2.9,0.95,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.7,13.8,NA,NA,NA,NA,NA,336662.33,4169924.33,3144.52,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0131","35-0131",6,"2020-07-14","S35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.58,13.8,3.4,1.18,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.7,13.8,NA,NA,NA,NA,NA,336662.33,4169924.33,3144.52,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0134","35-0134",1,"2014-09-10","S35","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,5.17,15.75,2,0.36,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.31,15.76,NA,NA,NA,NA,NA,336661.92,4169926.28,3144.66,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0134","35-0134",6,"2020-07-14","S35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.17,15.75,2,0.48,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.31,15.76,NA,NA,NA,NA,NA,336661.92,4169926.28,3144.66,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0140","35-0140",1,"2014-09-10","S35","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,8.9,18.88,0.6,0.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.05,16.86,NA,NA,NA,NA,NA,336665.65,4169929.41,3145.79,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0140","35-0140",6,"2020-07-14","S35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.9,18.88,0.7,0.14,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.05,16.86,NA,NA,NA,NA,NA,336665.65,4169929.41,3145.79,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0142","35-0142",1,"2014-09-10","S35","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.61,19.39,1.6,0.84,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.29,20.05,NA,NA,NA,NA,NA,336670.36,4169929.92,3147.37,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0142","35-0142",6,"2020-07-14","S35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.61,19.39,1.9,1.03,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.29,20.05,NA,NA,NA,NA,NA,336670.36,4169929.92,3147.37,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0191","35-0191",1,"2014-09-10","S35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,10.25,9.95,2.2,0.79,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",9.68,10.6,NA,NA,NA,NA,NA,336667,4169920.48,3146.16,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0191","35-0191",6,"2020-07-14","S35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.25,9.95,2.6,0.98,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",9.68,10.6,NA,NA,NA,NA,NA,336667,4169920.48,3146.16,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0230","35-0230",1,"2014-09-10","S35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,19.42,2.53,3,0.75,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.54,3.14,NA,NA,NA,NA,NA,336676.17,4169913.06,3148.32,"","","","UFDP","Nichole Novak","Katie Hogan","Erika Blomdahl","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0230","35-0230",6,"2020-07-14","S35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.42,2.53,3.7,1.01,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.54,3.14,NA,NA,NA,NA,NA,336676.17,4169913.06,3148.32,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0233","35-0233",1,"2014-09-03","V35","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,5.35,0.48,0.3,0.13,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.35,0.5,NA,NA,NA,NA,NA,336661.96,4169971.14,3152.04,"","","","UFDP","Nichole Novak","Drew Foster","Katie Hogan","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"35-0233","35-0233",6,"2020-07-14","V35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.35,0.48,0.7,0.25,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.35,0.5,NA,NA,NA,NA,NA,336661.96,4169971.14,3152.04,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0238","35-0238",1,"2015-06-21","R35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.09,15.21,2.9,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"S35",8.26,120,NA,NA,336663.9,4169906.4,3143.67,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0238","35-0238",6,"2020-07-14","R35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.09,15.21,3.2,0.51,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"S35",8.26,120,NA,NA,336663.9,4169906.4,3143.67,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0247","35-0247",1,"2015-06-21","P35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,6.16,11.58,1.6,0.32,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P35",13.12,28,NA,NA,336662.75,4169862.35,3103.13,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0247","35-0247",6,"2020-07-14","P35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.16,11.58,2.5,0.54,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P35",13.12,28,NA,NA,336662.75,4169862.35,3103.13,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0248","35-0248",1,"2015-06-21","O35","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,10.99,16.26,1.7,0.37,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P35",11.67,109,NA,NA,336667.62,4169846.97,3091.05,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0248","35-0248",6,"2020-08-05","O35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.99,16.26,3.2,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P35",11.67,109,NA,NA,336667.62,4169846.97,3091.05,"","","","UFDP","Isabella Wetzler","Jake Burgoyne","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0249","35-0249",1,"2015-06-21","O35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.62,15.96,4.1,1.26,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P35",10.49,113,NA,NA,336666.25,4169846.67,3091.04,"","","Fused at base with 35-0250.","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0249","35-0249",6,"2020-08-05","O35","PILO",1.6,2020,1,1,"A",NA,NA,NA,NA,NA,9.62,15.96,4.6,1.69,NA,NA,NA,NA,"",NA,20,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P35",10.49,113,NA,NA,336666.25,4169846.67,3091.04,"","","Fused at base with 35-0250.","UFDP","Isabella Wetzler","Jake Burgoyne","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0250","35-0250",1,"2015-06-21","O35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.62,15.96,3.4,1.15,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"35-0249",NA,338,NA,NA,336666.25,4169846.67,3091.04,"","","Fused at base with 35-0249.","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0250","35-0250",6,"2020-08-05","O35","PILO",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,9.62,15.96,3.5,1.4,NA,NA,NA,NA,"",NA,20,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"35-0249",NA,338,NA,NA,336666.25,4169846.67,3091.04,"","","Fused at base with 35-0249.","UFDP","Isabella Wetzler","Jake Burgoyne","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0256","35-0256",1,"2015-06-21","O35","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.08,8.51,4.5,0.73,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"35-0253",6.33,110,NA,NA,336670.71,4169839.22,3087.29,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0256","35-0256",6,"2020-07-14","O35","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.08,8.51,6.6,1.59,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"35-0253",6.33,110,NA,NA,336670.71,4169839.22,3087.29,"","","Two leaders.","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0259","35-0259",1,"2015-06-21","N35","PILO",0.9,2015,1,1,"A",NA,NA,NA,NA,NA,1.85,1.23,3.7,1.4,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.85,1.45,"",NA,NA,NA,NA,336658.48,4169811.98,3068.91,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0259","35-0259",6,"2020-07-30","N35","PILO",1.2,2020,1,1,"A",NA,NA,NA,NA,NA,1.85,1.23,4.5,1.82,5,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.85,1.45,"",NA,NA,NA,NA,336658.48,4169811.98,3068.91,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0260","35-0260",1,"2015-06-21","N35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.94,1.16,1.8,0.84,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.94,1.37,"",NA,NA,NA,NA,336658.57,4169811.91,3068.91,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0260","35-0260",6,"2020-07-30","N35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.94,1.16,1.8,0.9,NA,NA,20,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.94,1.37,"",NA,NA,NA,NA,336658.57,4169811.91,3068.91,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0261","35-0261",1,"2015-06-21","N35","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.86,0.65,1.4,0.88,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.86,0.77,"",NA,NA,NA,NA,336658.49,4169811.4,3068.91,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0261","35-0261",6,"2020-07-30","N35","PIFL",NA,2020,1,2,"A",NA,NA,NA,NA,NA,1.86,0.65,1.9,1.19,NA,NA,NA,NA,"",NA,20,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.86,0.77,"",NA,NA,NA,NA,336658.49,4169811.4,3068.91,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0262","35-0262",1,"2015-06-21","N35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.43,0.91,1.7,0.99,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",2.43,1.07,"",NA,NA,NA,NA,336659.06,4169811.66,3069.09,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0262","35-0262",6,"2020-07-30","N35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.43,0.91,1.8,1.19,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",2.43,1.07,"",NA,NA,NA,NA,336659.06,4169811.66,3069.09,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0265","35-0265",1,"2015-06-21","N35","PILO",NA,2015,6,1,"A",2016,NA,NA,NA,NA,0.5,0.6,0.4,0.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",0.5,0.71,"",NA,NA,NA,NA,336657.13,4169811.35,3068.75,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0266","35-0266",1,"2015-06-21","N35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.56,0.56,1,0.58,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.56,0.66,"",NA,NA,NA,NA,336660.19,4169811.31,3069.28,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0266","35-0266",6,"2020-07-30","N35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.56,0.56,1.2,0.8,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.56,0.66,"",NA,NA,NA,NA,336660.19,4169811.31,3069.28,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0267","35-0267",1,"2015-06-21","N35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.56,0.54,1,0.62,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.56,0.64,"",NA,NA,NA,NA,336660.19,4169811.29,3069.28,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0267","35-0267",6,"2020-07-30","N35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.56,0.54,1.3,0.86,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.56,0.64,"",NA,NA,NA,NA,336660.19,4169811.29,3069.28,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0268","35-0268",1,"2015-06-21","N35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.15,0.1,1,0.42,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.15,0.12,"",NA,NA,NA,NA,336659.78,4169810.85,3068.78,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0268","35-0268",6,"2020-07-30","N35","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.15,0.1,1,0.56,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.15,0.12,"",NA,NA,NA,NA,336659.78,4169810.85,3068.78,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"35-0272","35-0272",1,"2015-06-21","N35","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.36,1.83,2.3,1.13,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.36,2.16,"",NA,NA,NA,NA,336665.99,4169812.58,3070.9,"","","","UFDP","Erika Blomdahl","Will Scharffenberger","Sara Germain","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"35-0272","35-0272",6,"2020-07-30","N35","PILO",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,9.36,1.83,2.9,1.63,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.36,2.16,"",NA,NA,NA,NA,336665.99,4169812.58,3070.9,"","","","UFDP","Tucker Furniss","Sara Germain","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
